n,d_n,maxP,SSD_flag
1,3,3,1
2,4,7,1
3,1,8,1
4,1,9,0
5,2,11,0
6,11,22,0
7,19,41,0
8,33,74,0
9,66,140,0
10,131,271,0
11,252,523,0
12,501,1024,0
13,983,2007,0
14,1933,3940,0
15,3800,7740,0
16,7469,15209,0
17,15135,30344,0
18,29821,60165,0
19,59141,119306,0
20,117299,236605,0
21,234598,471203,0
22,467263,938466,0
23,930726,1869192,0
24,1853983,3723175,0
25,3692831,7416006,0
26,7355841,14771847,0
27,14652541,29424388,0
28,29305082,58729470,0
29,58492865,117222335,0
30,116751132,233973467,0
