n,d_n,maxP,SSD_flag
1,4,4,1
2,2,6,1
3,6,12,1
4,1,13,1
5,1,14,0
6,16,30,0
7,18,48,0
8,42,90,0
9,77,167,0
10,154,321,0
11,291,612,0
12,582,1194,0
13,1146,2340,0
14,2250,4590,0
15,4423,9013,0
16,8692,17705,0
17,17384,35089,0
18,34477,69566,0
19,68372,137938,0
20,135598,273536,0
21,268946,542482,0
22,533469,1075951,0
23,1066938,2142889,0
24,2125184,4268073,0
25,4232984,8501057,0
26,8431491,16932548,0
27,16794610,33727158,0
28,33453622,67180780,0
29,66638298,133819078,0
30,133276596,267095674,0
