n,d_n,maxP,SSD_flag
1,3,3,1
2,1,4,1
3,1,5,1
4,2,7,0
5,7,14,0
6,10,24,0
7,20,44,0
8,39,83,0
9,76,159,0
10,145,304,0
11,290,594,0
12,570,1164,0
13,1120,2284,0
14,2201,4485,0
15,4326,8811,0
16,8652,17463,0
17,17159,34622,0
18,34028,68650,0
19,67486,136136,0
20,133852,269988,0
21,265503,535491,0
22,531006,1066497,0
23,1057686,2124183,0
24,2106720,4230903,0
25,4196281,8427184,0
26,8358534,16785718,0
27,16649582,33435300,0
28,33165312,66600612,0
29,66330624,132931236,0
30,132395745,265326981,0
