n,d_n,maxP,SSD_flag
1,5,5,1
2,3,8,1
3,3,11,1
4,1,12,0
5,1,13,0
6,2,15,0
7,21,36,0
8,28,64,0
9,53,117,0
10,105,222,0
11,210,432,0
12,419,851,0
13,816,1667,0
14,1631,3298,0
15,3234,6532,0
16,6415,12947,0
17,12725,25672,0
18,25240,50912,0
19,50061,100973,0
20,100541,201514,0
21,199847,401361,0
22,398063,799424,0
23,792892,1592316,0
24,1579369,3171685,0
25,3146013,6317698,0
26,6292026,12609724,0
27,12558812,25168536,0
28,25067563,50236099,0
29,50034585,100270684,0
30,99869323,200140007,0
