n,d_n,maxP,SSD_flag
1,5,5,1
2,4,9,1
3,4,13,1
4,1,14,0
5,1,15,0
6,2,17,0
7,3,20,0
8,29,49,0
9,40,89,0
10,75,164,0
11,150,314,0
12,299,613,0
13,596,1209,0
14,1192,2401,0
15,2352,4753,0
16,4664,9417,0
17,9253,18670,0
18,18506,37176,0
19,36862,74038,0
20,73425,147463,0
21,146254,293717,0
22,291316,585033,0
23,580280,1165313,0
24,1155896,2321209,0
25,2311792,4633001,0
26,4614331,9247332,0
27,9210156,18457488,0
28,18383450,36840938,0
29,36693475,73534413,0
30,73240696,146775109,0
