n,d_n,maxP,SSD_flag
1,5,5,1
2,1,6,1
3,4,10,1
4,2,12,1
5,2,14,0
6,14,28,1
7,22,50,1
8,40,90,1
9,78,168,1
10,156,324,1
11,296,620,1
12,570,1190,1
13,1140,2330,1
14,2240,4570,1
15,4402,8972,1
16,8648,17620,1
17,17000,34620,1
18,34000,68620,1
19,67430,136050,1
20,133720,269770,1
21,265200,534970,1
22,525998,1060968,1
23,1043348,2104316,1
24,2086696,4191012,1
25,4156392,8347404,1
26,8278784,16626188,1
27,16490138,33116326,1
28,32846556,65962882,1
29,65427912,131390794,1
30,130329826,261720620,1
