n,d_n,maxP,SSD_flag
1,4,4,1
2,6,10,1
3,3,13,1
4,1,14,0
5,1,15,0
6,2,17,0
7,26,43,0
8,33,76,0
9,63,139,0
10,125,264,0
11,250,514,0
12,499,1013,0
13,970,1983,0
14,1940,3923,0
15,3847,7770,0
16,7631,15401,0
17,15137,30538,0
18,30024,60562,0
19,59549,120111,0
20,119098,239209,0
21,237226,476435,0
22,472512,948947,0
23,941177,1890124,0
24,1874723,3764847,0
25,3734309,7499156,0
26,7438594,14937750,0
27,14877188,29814938,0
28,29694827,59509765,0
29,59270556,118780321,0
30,118303886,237084207,0
