n,d_n,maxP,SSD_flag
1,2,2,1
2,6,8,1
3,1,9,1
4,1,10,0
5,4,14,0
6,5,19,0
7,18,37,0
8,34,71,0
9,62,133,0
10,119,252,0
11,238,490,0
12,475,965,0
13,928,1893,0
14,1856,3749,0
15,3678,7427,0
16,7294,14721,0
17,14469,29190,0
18,28700,57890,0
19,56925,114815,0
20,113850,228665,0
21,226772,455437,0
22,451688,907125,0
23,899698,1806823,0
24,1792102,3598925,0
25,3569735,7168660,0
26,7110770,14279430,0
27,14221540,28500970,0
28,28386155,56887125,0
29,56658460,113545585,0
30,113090148,226635733,0
