n,d_n,maxP,SSD_flag
1,3,3,1
2,2,5,1
3,3,8,0
4,1,9,0
5,1,10,0
6,13,23,0
7,17,40,0
8,35,75,0
9,67,142,0
10,133,275,0
11,252,527,0
12,504,1031,0
13,991,2022,0
14,1947,3969,0
15,3827,7796,0
16,7521,15317,0
17,15042,30359,0
18,29832,60191,0
19,59160,119351,0
20,117329,236680,0
21,232711,469391,0
22,461595,930986,0
23,923190,1854176,0
24,1838859,3693035,0
25,3662676,7355711,0
26,7295520,14651231,0
27,14531880,29183111,0
28,28946431,58129542,0
29,57660151,115789693,0
30,115320302,231109995,0
