n,d_n,maxP,SSD_flag
1,2,2,1
2,4,6,1
3,5,11,1
4,1,12,1
5,1,13,0
6,13,26,0
7,20,46,0
8,39,85,0
9,73,158,0
10,146,304,0
11,278,582,0
12,556,1138,0
13,1092,2230,0
14,2145,4375,0
15,4217,8592,0
16,8288,16880,0
17,16576,33456,0
18,32874,66330,0
19,65192,131522,0
20,129292,260814,0
21,256439,517253,0
22,508661,1025914,0
23,1017322,2043236,0
24,2026356,4069592,0
25,4036136,8105728,0
26,8039398,16145126,0
27,16013604,32158730,0
28,31897916,64056646,0
29,63539393,127596039,0
30,127078786,254674825,0
