n,d_n,maxP,SSD_flag
1,1,1,1
2,6,7,1
3,5,12,1
4,2,14,1
5,2,16,0
6,4,20,0
7,26,46,0
8,32,78,0
9,71,149,0
10,135,284,0
11,268,552,0
12,532,1084,0
13,1038,2122,0
14,2076,4198,0
15,4120,8318,0
16,8169,16487,0
17,16203,32690,0
18,32138,64828,0
19,63744,128572,0
20,127488,256060,0
21,253938,509998,0
22,505800,1015798,0
23,1007480,2023278,0
24,2006791,4030069,0
25,3997379,8027448,0
26,7962620,15990068,0
27,15925240,31915308,0
28,31786736,63702044,0
29,63445984,127148028,0
30,126638030,253786058,0
