n,d_n,maxP,SSD_flag
1,6,6,1
2,1,7,1
3,5,12,1
4,2,14,1
5,2,16,0
6,4,20,0
7,25,45,0
8,34,79,0
9,65,144,0
10,130,274,0
11,258,532,0
12,512,1044,0
13,999,2043,0
14,1964,4007,0
15,3928,7935,0
16,7791,15726,0
17,15452,31178,0
18,30646,61824,0
19,60780,122604,0
20,120561,243165,0
21,241122,484287,0
22,480280,964567,0
23,956632,1921199,0
24,1905473,3826672,0
25,3795494,7622166,0
26,7560342,15182508,0
27,15059904,30242412,0
28,30119808,60362220,0
29,60119055,120481275,0
30,119996988,240478263,0
