n,d_n,maxP,SSD_flag
1,2,2,1
2,2,4,1
3,1,5,1
4,1,6,0
5,6,12,0
6,10,22,0
7,18,40,0
8,35,75,0
9,70,145,0
10,133,278,0
11,256,534,0
12,512,1046,0
13,1006,2052,0
14,1977,4029,0
15,3884,7913,0
16,7635,15548,0
17,15270,30818,0
18,30284,61102,0
19,60056,121158,0
20,119106,240264,0
21,236235,476499,0
22,468586,945085,0
23,937172,1882257,0
24,1866709,3748966,0
25,3718148,7467114,0
26,7406012,14873126,0
27,14751968,29625094,0
28,29384830,59009924,0
29,58533425,117543349,0
30,117066850,234610199,0
