n,d_n,maxP,SSD_flag
1,1,1,1
2,6,7,1
3,2,9,1
4,2,11,1
5,4,15,0
6,14,29,0
7,20,49,0
8,40,89,0
9,78,167,0
10,152,319,0
11,290,609,0
12,580,1189,0
13,1140,2329,0
14,2240,4569,0
15,4402,8971,0
16,8652,17623,0
17,17304,34927,0
18,34318,69245,0
19,68056,137301,0
20,134972,272273,0
21,267704,539977,0
22,531006,1070983,0
23,1062012,2132995,0
24,2115372,4248367,0
25,4213440,8461807,0
26,8392562,16854369,0
27,16717068,33571437,0
28,33299164,66870601,0
29,66330624,133201225,0
30,132661248,265862473,0
