n,d_n,maxP,SSD_flag
1,3,3,1
2,6,9,1
3,4,13,1
4,1,14,1
5,1,15,0
6,2,17,0
7,23,40,0
8,31,71,0
9,62,133,0
10,119,252,0
11,238,490,0
12,475,965,0
13,925,1890,0
14,1850,3740,0
15,3669,7409,0
16,7276,14685,0
17,14433,29118,0
18,28628,57746,0
19,56781,114527,0
20,113562,228089,0
21,226199,454288,0
22,450548,904836,0
23,897427,1802263,0
24,1787578,3589841,0
25,3560723,7150564,0
26,7092818,14243382,0
27,14185636,28429018,0
28,28314491,56743509,0
29,56515420,113258929,0
30,112804641,226063570,0
