n,d_n,maxP,SSD_flag
1,4,4,1
2,2,6,1
3,5,11,1
4,1,12,1
5,1,13,0
6,15,28,0
7,22,50,0
8,39,89,0
9,77,166,0
10,154,320,0
11,292,612,0
12,562,1174,0
13,1146,2320,0
14,2231,4551,0
15,4385,8936,0
16,8616,17552,0
17,17232,34784,0
18,34172,68956,0
19,67782,136738,0
20,134418,271156,0
21,266605,537761,0
22,528825,1066586,0
23,1057650,2124236,0
24,2106684,4230920,0
25,4196136,8427056,0
26,8358100,16785156,0
27,16648418,33433574,0
28,33162418,66595992,0
29,66058231,132654223,0
30,132116462,264770685,0
