n,d_n,maxP,SSD_flag
1,6,6,1
2,2,8,1
3,5,13,1
4,1,14,0
5,1,15,0
6,4,19,0
7,24,43,0
8,30,73,0
9,59,132,0
10,124,256,0
11,242,498,0
12,479,977,0
13,934,1911,0
14,1842,3753,0
15,3680,7433,0
16,7301,14734,0
17,14478,29212,0
18,28714,57926,0
19,56949,114875,0
20,112964,227839,0
21,226862,454701,0
22,450948,905649,0
23,898216,1803865,0
24,1789131,3592996,0
25,3563784,7156780,0
26,7098854,14255634,0
27,14197708,28453342,0
28,28338467,56791809,0
29,56563970,113355779,0
30,112901078,226256857,0
