n,d_n,maxP,SSD_flag
1,6,6,1
2,2,8,1
3,2,10,1
4,1,11,1
5,1,12,0
6,14,26,0
7,18,44,0
8,36,80,0
9,70,150,0
10,139,289,0
11,266,555,0
12,529,1084,0
13,1040,2124,0
14,2044,4168,0
15,4018,8186,0
16,7897,16083,0
17,15933,32016,0
18,31461,63477,0
19,62393,125870,0
20,123746,249616,0
21,245448,495064,0
22,490896,985960,0
23,977774,1963734,0
24,1947651,3911385,0
25,3879369,7790754,0
26,7727277,15518031,0
27,15392161,30910192,0
28,30660576,61570768,0
29,61321152,122891920,0
30,122396856,245288776,0
