n,d_n,maxP,SSD_flag
1,6,6,1
2,3,9,1
3,3,12,1
4,1,13,1
5,1,14,0
6,2,16,0
7,22,38,0
8,29,67,0
9,55,122,0
10,109,231,0
11,218,449,0
12,435,884,0
13,847,1731,0
14,1693,3424,0
15,3357,6781,0
16,6659,13440,0
17,13209,26649,0
18,26200,52849,0
19,51965,104814,0
20,103930,208744,0
21,207013,415757,0
22,412333,828090,0
23,821309,1649399,0
24,1635959,3285358,0
25,3258709,6544067,0
26,6491218,13035285,0
27,12982436,26017721,0
28,25912907,51930628,0
29,51721884,103652512,0
30,103236755,206889267,0
