n,d_n,maxP,SSD_flag
1,2,2,1
2,2,4,1
3,4,8,1
4,1,9,1
5,1,10,0
6,12,22,0
7,18,40,0
8,32,72,0
9,68,140,0
10,131,271,0
11,256,527,0
12,505,1032,0
13,992,2024,0
14,1952,3976,0
15,3836,7812,0
16,7541,15353,0
17,15213,30566,0
18,30039,60605,0
19,59573,120178,0
20,118154,238332,0
21,234356,472688,0
22,468712,941400,0
23,933588,1874988,0
24,1859635,3734623,0
25,3704057,7438680,0
26,7378075,14816755,0
27,14696577,29513332,0
28,29275000,58788332,0
29,58550000,117338332,0
30,116865644,234203976,0
