n,d_n,maxP,SSD_flag
1,5,5,1
2,4,9,1
3,1,10,1
4,1,11,1
5,2,13,0
6,3,16,0
7,21,37,0
8,27,64,0
9,54,118,0
10,107,225,0
11,212,437,0
12,424,861,0
13,824,1685,0
14,1621,3306,0
15,3242,6548,0
16,6430,12978,0
17,12753,25731,0
18,25294,51025,0
19,50164,101189,0
20,99504,200693,0
21,199008,399701,0
22,396395,796096,0
23,789548,1585644,0
24,1572666,3158310,0
25,3132579,6290889,0
26,6239864,12530753,0
27,12429564,24960317,0
28,24859128,49819445,0
29,49618752,99438197,0
30,99038496,198476693,0
