n,d_n,maxP,SSD_flag
1,5,5,1
2,1,6,1
3,6,12,1
4,2,14,1
5,2,16,0
6,4,20,0
7,26,46,0
8,34,80,0
9,66,146,0
10,132,278,0
11,262,540,0
12,520,1060,0
13,1014,2074,0
14,1994,4068,0
15,3988,8056,0
16,7910,15966,0
17,15688,31654,0
18,31114,62768,0
19,61708,124476,0
20,122402,246878,0
21,244804,491682,0
22,487614,979296,0
23,971240,1950536,0
24,1934570,3885106,0
25,3853452,7738558,0
26,7675790,15414348,0
27,15289872,30704220,0
28,30579744,61283964,0
29,61037086,122321050,0
30,121829368,244150418,0
