n,d_n,maxP,SSD_flag
1,3,3,1
2,2,5,1
3,6,11,1
4,1,12,1
5,1,13,0
6,16,29,0
7,23,52,0
8,41,93,0
9,81,174,0
10,162,336,0
11,308,644,0
12,615,1259,0
13,1207,2466,0
14,2373,4839,0
15,4665,9504,0
16,9168,18672,0
17,18498,37170,0
18,36526,73696,0
19,72437,146133,0
20,143667,289800,0
21,284961,574761,0
22,569922,1144683,0
23,1135179,2279862,0
24,2261190,4541052,0
25,4503882,9044934,0
26,8971238,18016172,0
27,17870039,35886211,0
28,35596411,71482622,0
29,71192822,142675444,0
30,142100683,284776127,0
