n,d_n,maxP,SSD_flag
1,2,2,1
2,2,4,1
3,6,10,1
4,1,11,1
5,1,12,0
6,14,26,0
7,22,48,0
8,38,86,0
9,75,161,0
10,150,311,0
11,285,596,0
12,548,1144,0
13,1096,2240,0
14,2154,4394,0
15,4233,8627,0
16,8316,16943,0
17,16347,33290,0
18,32694,65984,0
19,64840,130824,0
20,128584,259408,0
21,255014,514422,0
22,505795,1020217,0
23,1003274,2023491,0
24,2006548,4030039,0
25,3996749,8026788,0
26,7960804,15987592,0
27,15856768,31844360,0
28,31584952,63429312,0
29,62914890,126344202,0
30,125323985,251668187,0
