n,d_n,maxP,SSD_flag
1,5,5,1
2,2,7,1
3,5,12,0
4,1,13,0
5,1,14,0
6,4,18,0
7,23,41,0
8,29,70,0
9,57,127,0
10,120,247,0
11,234,481,0
12,463,944,0
13,903,1847,0
14,1806,3653,0
15,3583,7236,0
16,7109,14345,0
17,14098,28443,0
18,27962,56405,0
19,55461,111866,0
20,110922,222788,0
21,220941,443729,0
22,440076,883805,0
23,876569,1760374,0
24,1746029,3506403,0
25,3477960,6984363,0
26,6927958,13912321,0
27,13855916,27768237,0
28,27656371,55424608,0
29,55201820,110626428,0
30,110182699,220809127,0
