n,d_n,maxP,SSD_flag
1,1,1,1
2,5,6,1
3,5,11,1
4,2,13,1
5,2,15,0
6,4,19,0
7,24,43,0
8,34,77,0
9,67,144,0
10,131,275,0
11,260,535,0
12,516,1051,0
13,1008,2059,0
14,2016,4075,0
15,3998,8073,0
16,7929,16002,0
17,15727,31729,0
18,31194,62923,0
19,61872,124795,0
20,123744,248539,0
21,246480,495019,0
22,490944,985963,0
23,977890,1963853,0
24,1947851,3911704,0
25,3879975,7791679,0
26,7728756,15520435,0
27,15457512,30977947,0
28,30853152,61831099,0
29,61582560,123413659,0
30,122918640,246332299,0
