n,d_n,maxP,SSD_flag
1,3,3,1
2,4,7,1
3,5,12,1
4,1,13,1
5,1,14,0
6,2,16,0
7,21,37,0
8,30,67,0
9,59,126,0
10,113,239,0
11,226,465,0
12,451,916,0
13,880,1796,0
14,1759,3555,0
15,3488,7043,0
16,6917,13960,0
17,13721,27681,0
18,27216,54897,0
19,53981,108878,0
20,108413,217291,0
21,215495,432786,0
22,429231,862017,0
23,854974,1716991,0
24,1703031,3420022,0
25,3392341,6812363,0
26,6784682,13597045,0
27,13542148,27139193,0
28,27030315,54169508,0
29,53952217,108121725,0
30,107688939,215810664,0
