n,d_n,maxP,SSD_flag
1,6,6,1
2,1,7,1
3,2,9,1
4,2,11,0
5,4,15,0
6,15,30,0
7,21,51,0
8,42,93,0
9,82,175,0
10,160,335,0
11,305,640,0
12,610,1250,0
13,1199,2449,0
14,2356,4805,0
15,4630,9435,0
16,9100,18535,0
17,18200,36735,0
18,36095,72830,0
19,71580,144410,0
20,141961,286371,0
21,281566,567937,0
22,558502,1126439,0
23,1117004,2243443,0
24,2224908,4468351,0
25,4431616,8899967,0
26,8827137,17727104,0
27,17582694,35309798,0
28,35023427,70333225,0
29,69765288,140098513,0
30,139530576,279629089,0
