n,d_n,maxP,SSD_flag
1,1,1,1
2,4,5,1
3,1,6,0
4,2,8,0
5,3,11,0
6,11,22,0
7,20,42,0
8,36,78,0
9,70,148,0
10,137,285,0
11,263,548,0
12,526,1074,0
13,1032,2106,0
14,2028,4134,0
15,3986,8120,0
16,7835,15955,0
17,15670,31625,0
18,31077,62702,0
19,61628,124330,0
20,122224,246554,0
21,242420,488974,0
22,480854,969828,0
23,961708,1931536,0
24,1915581,3847117,0
25,3815492,7662609,0
26,7599907,15262516,0
27,15138186,30400702,0
28,30154148,60554850,0
29,60065876,120620726,0
30,120131752,240752478,0
