n,d_n,maxP,SSD_flag
1,1,1,1
2,6,7,1
3,1,8,0
4,2,10,0
5,3,13,0
6,5,18,0
7,18,36,0
8,34,70,0
9,60,130,0
10,117,247,0
11,234,481,0
12,466,947,0
13,911,1858,0
14,1788,3646,0
15,3576,7222,0
16,7092,14314,0
17,14067,28381,0
18,27900,56281,0
19,55334,111615,0
20,109757,221372,0
21,219514,440886,0
22,437240,878126,0
23,870904,1749030,0
24,1734716,3483746,0
25,3455365,6939111,0
26,6882830,13821941,0
27,13710326,27532267,0
28,27420652,54952919,0
29,54731547,109684466,0
30,109243580,218928046,0
