n,d_n,maxP,SSD_flag
1,5,5,1
2,2,7,1
3,6,13,1
4,1,14,1
5,1,15,0
6,4,19,0
7,19,38,0
8,31,69,0
9,56,125,0
10,117,242,0
11,228,470,0
12,451,921,0
13,887,1808,0
14,1770,3578,0
15,3509,7087,0
16,6962,14049,0
17,13807,27856,0
18,27386,55242,0
19,54321,109563,0
20,109093,218656,0
21,216848,435504,0
22,431926,867430,0
23,860343,1727773,0
24,1713724,3441497,0
25,3413641,6855138,0
26,6827282,13682420,0
27,13627178,27309598,0
28,27200035,54509633,0
29,54290977,108800610,0
30,108365106,217165716,0
