n,d_n,maxP,SSD_flag
1,1,1,1
2,3,4,1
3,5,9,1
4,2,11,1
5,2,13,0
6,13,26,0
7,22,48,0
8,39,87,0
9,79,166,0
10,155,321,0
11,295,616,0
12,590,1206,0
13,1158,2364,0
14,2277,4641,0
15,4475,9116,0
16,8795,17911,0
17,17590,35501,0
18,34885,70386,0
19,69180,139566,0
20,137202,276768,0
21,272127,548895,0
22,539779,1088674,0
23,1079558,2168232,0
24,2150321,4318553,0
25,4283052,8601605,0
26,8531219,17132824,0
27,16993258,34126082,0
28,33849314,67975396,0
29,67426501,135401897,0
30,134853002,270254899,0
