n,d_n,maxP,SSD_flag
1,2,2,1
2,6,8,1
3,3,11,1
4,1,12,1
5,1,13,0
6,14,27,0
7,24,51,0
8,43,94,0
9,83,177,0
10,165,342,0
11,320,662,0
12,635,1297,0
13,1246,2543,0
14,2449,4992,0
15,4815,9807,0
16,9465,19272,0
17,19095,38367,0
18,37705,76072,0
19,74775,150847,0
20,148304,299151,0
21,294159,593310,0
22,588318,1181628,0
23,1171821,2353449,0
24,2334177,4687626,0
25,4649259,9336885,0
26,9260813,18597698,0
27,18446851,37044549,0
28,36745398,73789947,0
29,73490796,147280743,0
30,146687433,293968176,0
