n,d_n,maxP,SSD_flag
1,2,2,1
2,5,7,1
3,3,10,1
4,1,11,1
5,1,12,0
6,13,25,0
7,22,47,0
8,40,87,0
9,77,164,0
10,153,317,0
11,296,613,0
12,588,1201,0
13,1154,2355,0
14,2268,4623,0
15,4459,9082,0
16,8765,17847,0
17,17683,35530,0
18,34917,70447,0
19,69246,139693,0
20,137338,277031,0
21,272408,549439,0
22,544816,1094255,0
23,1085173,2179428,0
24,2161581,4341009,0
25,4305479,8646488,0
26,8576041,17222529,0
27,17082836,34305365,0
28,34028334,68333699,0
29,68056668,136390367,0
30,135840928,272231295,0
