n,d_n,maxP,SSD_flag
1,3,3,1
2,6,9,1
3,2,11,1
4,1,12,0
5,1,13,0
6,13,26,0
7,23,49,0
8,40,89,0
9,78,167,0
10,155,322,0
11,300,622,0
12,596,1218,0
13,1169,2387,0
14,2298,4685,0
15,4518,9203,0
16,8881,18084,0
17,17995,36079,0
18,35457,71536,0
19,70318,141854,0
20,139467,281321,0
21,278934,560255,0
22,555570,1115825,0
23,1106622,2222447,0
24,2204363,4426810,0
25,4390731,8817541,0
26,8746005,17563546,0
27,17421692,34985238,0
28,34843384,69828622,0
29,69547301,139375923,0
30,138815668,278191591,0
