n,d_n,maxP,SSD_flag
1,3,3,1
2,1,4,1
3,3,7,0
4,2,9,0
5,2,11,0
6,11,22,0
7,18,40,0
8,34,74,0
9,65,139,0
10,130,269,0
11,258,527,0
12,505,1032,0
13,992,2024,0
14,1950,3974,0
15,3900,7874,0
16,7735,15609,0
17,15340,30949,0
18,30422,61371,0
19,60339,121710,0
20,119686,241396,0
21,239372,480768,0
22,476794,957562,0
23,949688,1907250,0
24,1891641,3798891,0
25,3767942,7566833,0
26,7505462,15072295,0
27,14950585,30022880,0
28,29901170,59924050,0
29,59682654,119606704,0
30,119125936,238732640,0
