n,d_n,maxP,SSD_flag
1,4,4,1
2,4,8,1
3,4,12,0
4,1,13,0
5,1,14,0
6,2,16,0
7,3,19,0
8,28,47,0
9,39,86,0
10,73,159,0
11,146,305,0
12,291,596,0
13,580,1176,0
14,1160,2336,0
15,2289,4625,0
16,4539,9164,0
17,9005,18169,0
18,18010,36179,0
19,35874,72053,0
20,71457,143510,0
21,142334,285844,0
22,283508,569352,0
23,564727,1134079,0
24,1124915,2258994,0
25,2249830,4508824,0
26,4490655,8999479,0
27,8963300,17962779,0
28,17890726,35853505,0
29,35709995,71563500,0
30,71277656,142841156,0
