n,d_n,maxP,SSD_flag
1,4,4,1
2,5,9,1
3,2,11,1
4,1,12,0
5,1,13,0
6,13,26,0
7,22,48,0
8,39,87,0
9,76,163,0
10,151,314,0
11,289,603,0
12,577,1180,0
13,1132,2312,0
14,2225,4537,0
15,4374,8911,0
16,8597,17508,0
17,17345,34853,0
18,34250,69103,0
19,67923,137026,0
20,134714,271740,0
21,267203,538943,0
22,534406,1073349,0
23,1064438,2137787,0
24,2120279,4258066,0
25,4223213,8481279,0
26,8412176,16893455,0
27,16756429,33649884,0
28,33378144,67028028,0
29,66756288,133784316,0
30,133245373,267029689,0
