n,d_n,maxP,SSD_flag
1,6,6,1
2,1,7,1
3,6,13,0
4,2,15,0
5,2,17,0
6,4,21,0
7,27,48,0
8,35,83,0
9,68,151,0
10,136,287,0
11,270,557,0
12,536,1093,0
13,1045,2138,0
14,2055,4193,0
15,4110,8303,0
16,8152,16455,0
17,16168,32623,0
18,32066,64689,0
19,63596,128285,0
20,126147,254432,0
21,252294,506726,0
22,502533,1009259,0
23,1000956,2010215,0
24,1993760,4003975,0
25,3971352,7975327,0
26,7910638,15885965,0
27,15757680,31643645,0
28,31515360,63159005,0
29,62904573,126063578,0
30,125556852,251620430,0
