n,d_n,maxP,SSD_flag
1,1,1,1
2,3,4,1
3,3,7,1
4,2,9,1
5,2,11,0
6,13,24,0
7,18,42,0
8,38,80,0
9,71,151,0
10,142,293,0
11,271,564,0
12,540,1104,0
13,1062,2166,0
14,2086,4252,0
15,4101,8353,0
16,8060,16413,0
17,16262,32675,0
18,32111,64786,0
19,63682,128468,0
20,126302,254770,0
21,250518,505288,0
22,501036,1006324,0
23,997971,2004295,0
24,1987882,3992177,0
25,3959502,7951679,0
26,7886893,15838572,0
27,15710104,31548676,0
28,31293906,62842582,0
29,62587812,125430394,0
30,124925106,250355500,0
