n,d_n,maxP,SSD_flag
1,3,3,1
2,4,7,1
3,3,10,0
4,1,11,0
5,1,12,0
6,2,14,0
7,21,35,0
8,28,63,0
9,53,116,0
10,105,221,0
11,210,431,0
12,419,850,0
13,817,1667,0
14,1632,3299,0
15,3236,6535,0
16,6419,12954,0
17,12733,25687,0
18,25256,50943,0
19,50093,101036,0
20,100605,201641,0
21,199974,401615,0
22,398316,799931,0
23,793396,1593327,0
24,1580373,3173700,0
25,3148013,6321713,0
26,6296026,12617739,0
27,12566796,25184535,0
28,25083499,50268034,0
29,50066393,100334427,0
30,99932812,200267239,0
