n,d_n,maxP,SSD_flag
1,2,2,1
2,2,4,1
3,5,9,1
4,1,10,1
5,1,11,0
6,14,25,0
7,20,45,0
8,36,81,0
9,71,152,0
10,142,294,0
11,283,577,0
12,552,1129,0
13,1084,2213,0
14,2132,4345,0
15,4264,8609,0
16,8457,17066,0
17,16772,33838,0
18,33261,67099,0
19,65970,133069,0
20,130856,263925,0
21,261712,525637,0
22,521292,1046929,0
23,1038320,2085249,0
24,2068183,4153432,0
25,4119594,8273026,0
26,8205927,16478953,0
27,16345884,32824837,0
28,32691768,65516605,0
29,65252680,130769285,0
30,130243648,261012933,0
