n,d_n,maxP,SSD_flag
1,2,2,1
2,5,7,1
3,2,9,0
4,1,10,0
5,1,11,0
6,11,22,0
7,20,42,0
8,35,77,0
9,68,145,0
10,135,280,0
11,262,542,0
12,520,1062,0
13,1020,2082,0
14,2005,4087,0
15,3942,8029,0
16,7749,15778,0
17,15709,31487,0
18,30945,62432,0
19,61370,123802,0
20,121720,245522,0
21,243440,488962,0
22,484875,973837,0
23,965808,1939645,0
24,1923867,3863512,0
25,3832025,7695537,0
26,7633105,15328642,0
27,15204840,30533482,0
28,30409680,60943162,0
29,60697640,121640802,0
30,121151840,242792642,0
