n,d_n,maxP,SSD_flag
1,3,3,1
2,5,8,1
3,6,14,1
4,1,15,1
5,1,16,0
6,2,18,0
7,24,42,0
8,33,75,0
9,67,142,0
10,127,269,0
11,254,523,0
12,507,1030,0
13,989,2019,0
14,1977,3996,0
15,3921,7917,0
16,7775,15692,0
17,15423,31115,0
18,30592,61707,0
19,60677,122384,0
20,121354,243738,0
21,241719,485457,0
22,481461,966918,0
23,959001,1925919,0
24,1910227,3836146,0
25,3805031,7641177,0
26,7579470,15220647,0
27,15158940,30379587,0
28,30257203,60636790,0
29,60393052,121029842,0
30,120544385,241574227,0
