n,d_n,maxP,SSD_flag
1,2,2,1
2,5,7,1
3,6,13,1
4,1,14,1
5,1,15,0
6,4,19,0
7,17,36,0
8,34,70,0
9,57,127,0
10,119,246,0
11,232,478,0
12,459,937,0
13,905,1842,0
14,1777,3619,0
15,3549,7168,0
16,7041,14209,0
17,13963,28172,0
18,27694,55866,0
19,54929,110795,0
20,108953,219748,0
21,219299,439047,0
22,435428,874475,0
23,867307,1741782,0
24,1727573,3469355,0
25,3441183,6910538,0
26,6882366,13792904,0
27,13737038,27529942,0
28,27419147,54949089,0
29,54729341,109678430,0
30,109239383,218917813,0
