n,d_n,maxP,SSD_flag
1,5,5,1
2,1,6,1
3,5,11,0
4,2,13,0
5,2,15,0
6,4,19,0
7,24,43,0
8,33,76,0
9,63,139,0
10,126,265,0
11,250,515,0
12,496,1011,0
13,968,1979,0
14,1903,3882,0
15,3806,7688,0
16,7549,15237,0
17,14972,30209,0
18,29694,59903,0
19,58892,118795,0
20,116816,235611,0
21,233632,469243,0
22,465361,934604,0
23,926916,1861520,0
24,1846283,3707803,0
25,3677594,7385397,0
26,7325494,14710891,0
27,14592096,29302987,0
28,29184192,58487179,0
29,58251568,116738747,0
30,116269504,233008251,0
