n,d_n,maxP,SSD_flag
1,6,6,1
2,5,11,1
3,2,13,1
4,1,14,1
5,1,15,0
6,4,19,0
7,24,43,0
8,32,75,0
9,62,137,0
10,123,260,0
11,246,506,0
12,487,993,0
13,950,1943,0
14,1868,3811,0
15,3736,7547,0
16,7410,14957,0
17,14697,29654,0
18,29148,58802,0
19,57809,116611,0
20,114668,231279,0
21,229336,460615,0
22,456804,917419,0
23,909872,1827291,0
24,1812334,3639625,0
25,3609971,7249596,0
26,7190794,14440390,0
27,14323779,28764169,0
28,28647558,57411727,0
29,57180448,114592175,0
30,114131560,228723735,0
