n,d_n,maxP,SSD_flag
1,5,5,1
2,5,10,1
3,6,16,1
4,1,17,1
5,1,18,0
6,2,20,0
7,3,23,0
8,35,58,0
9,48,106,0
10,89,195,0
11,178,373,0
12,355,728,0
13,708,1436,0
14,1380,2816,0
15,2758,5574,0
16,5468,11042,0
17,10847,21889,0
18,21516,43405,0
19,42677,86082,0
20,84646,170728,0
21,170000,340728,0
22,337912,678640,0
23,673066,1351706,0
24,1340664,2692370,0
25,2670481,5362851,0
26,5319446,10682297,0
27,10638892,21321189,0
28,21235107,42556296,0
29,42385568,84941864,0
30,84601136,169543000,0
