n,d_n,maxP,SSD_flag
1,4,4,1
2,4,8,1
3,3,11,1
4,1,12,0
5,1,13,0
6,2,15,0
7,22,37,0
8,29,66,0
9,55,121,0
10,109,230,0
11,218,448,0
12,435,883,0
13,846,1729,0
14,1666,3395,0
15,3329,6724,0
16,6603,13327,0
17,13097,26424,0
18,25976,52400,0
19,51517,103917,0
20,102188,206105,0
21,205222,411327,0
22,407932,819259,0
23,812535,1631794,0
24,1618467,3250261,0
25,3223837,6474098,0
26,6421698,12895796,0
27,12843396,25739192,0
28,25635275,51374467,0
29,51168362,102542829,0
30,102131502,204674331,0
