n,d_n,maxP,SSD_flag
1,3,3,1
2,5,8,1
3,5,13,1
4,1,14,1
5,1,15,0
6,2,17,0
7,22,39,0
8,32,71,0
9,62,133,0
10,119,252,0
11,238,490,0
12,475,965,0
13,927,1892,0
14,1853,3745,0
15,3674,7419,0
16,7286,14705,0
17,14453,29158,0
18,28668,57826,0
19,56861,114687,0
20,114197,228884,0
21,226992,455876,0
22,452131,908007,0
23,900588,1808595,0
24,1793890,3602485,0
25,3573327,7175812,0
26,7146654,14322466,0
27,14264640,28587106,0
28,28472419,57059525,0
29,56830641,113890166,0
30,113434290,227324456,0
