n,d_n,maxP,SSD_flag
1,6,6,1
2,6,12,1
3,6,18,0
4,1,19,0
5,1,20,0
6,2,22,0
7,3,25,0
8,38,63,0
9,51,114,0
10,95,209,0
11,190,399,0
12,379,778,0
13,756,1534,0
14,1474,3008,0
15,2945,5953,0
16,5839,11792,0
17,11583,23375,0
18,22976,46351,0
19,45573,91924,0
20,90390,182314,0
21,181536,363850,0
22,360842,724692,0
23,718739,1443431,0
24,1431639,2875070,0
25,2851695,5726765,0
26,5680414,11407179,0
27,11360828,22768007,0
28,22676083,45444090,0
29,45261776,90705866,0
30,90342016,181047882,0
