n,d_n,maxP,SSD_flag
1,1,1,1
2,2,3,1
3,5,8,1
4,4,12,1
5,4,16,0
6,13,29,0
7,26,55,0
8,43,98,0
9,86,184,0
10,168,352,0
11,323,675,0
12,620,1295,0
13,1240,2535,0
14,2437,4972,0
15,4788,9760,0
16,9408,19168,0
17,18493,37661,0
18,36986,74647,0
19,73352,147999,0
20,145464,293463,0
21,288491,581954,0
22,572194,1154148,0
23,1134980,2289128,0
24,2269960,4559088,0
25,4521427,9080515,0
26,9005868,18086383,0
27,17938384,36024767,0
28,35731304,71756071,0
29,71174117,142930188,0
30,141776040,284706228,0
