n,d_n,maxP,SSD_flag
1,2,2,1
2,2,4,1
3,3,7,1
4,1,8,1
5,1,9,0
6,12,21,0
7,16,37,0
8,33,70,0
9,63,133,0
10,125,258,0
11,250,508,0
12,487,995,0
13,958,1953,0
14,1883,3836,0
15,3766,7602,0
16,7469,15071,0
17,14813,29884,0
18,29376,59260,0
19,58265,117525,0
20,115572,233097,0
21,231144,464241,0
22,460405,924646,0
23,917044,1841690,0
24,1826619,3668309,0
25,3638425,7306734,0
26,7247474,14554208,0
27,14436683,28990891,0
28,28873366,57864257,0
29,57631160,115495417,0
30,115031176,230526593,0
