n,d_n,maxP,SSD_flag
1,5,5,1
2,6,11,1
3,4,15,1
4,1,16,0
5,1,17,0
6,2,19,0
7,3,22,0
8,33,55,0
9,44,99,0
10,83,182,0
11,166,348,0
12,331,679,0
13,660,1339,0
14,1320,2659,0
15,2604,5263,0
16,5164,10427,0
17,10245,20672,0
18,20490,41162,0
19,40814,81976,0
20,81297,163273,0
21,161934,325207,0
22,322548,647755,0
23,642492,1290247,0
24,1279820,2570067,0
25,2559640,5129707,0
26,5109035,10238742,0
27,10197580,20436322,0
28,20354346,40790668,0
29,40627395,81418063,0
30,81092856,162510919,0
