n,d_n,maxP,SSD_flag
1,3,3,1
2,6,9,1
3,3,12,0
4,1,13,0
5,1,14,0
6,2,16,0
7,25,41,0
8,32,73,0
9,61,134,0
10,121,255,0
11,242,497,0
12,483,980,0
13,940,1920,0
14,1879,3799,0
15,3726,7525,0
16,7391,14916,0
17,14661,29577,0
18,29080,58657,0
19,57677,116334,0
20,115354,231688,0
21,229768,461456,0
22,457657,919113,0
23,911588,1830701,0
24,1815785,3646486,0
25,3616909,7263395,0
26,7204738,14468133,0
27,14409476,28877609,0
28,28790838,57668447,0
29,57436759,115105206,0
30,114643750,229748956,0
