n,d_n,maxP,SSD_flag
1,4,4,1
2,2,6,1
3,4,10,0
4,1,11,0
5,1,12,0
6,14,26,0
7,20,46,0
8,36,82,0
9,76,158,0
10,147,305,0
11,282,587,0
12,561,1148,0
13,1102,2250,0
14,2168,4418,0
15,4260,8678,0
16,8373,17051,0
17,16893,33944,0
18,33357,67301,0
19,66153,133454,0
20,131204,264658,0
21,260240,524898,0
22,520480,1045378,0
23,1036700,2082078,0
24,2065027,4147105,0
25,4113161,8260266,0
26,8192965,16453231,0
27,16319777,32773008,0
28,32508350,65281358,0
29,65016700,130298058,0
30,129773160,260071218,0
