n,d_n,maxP,SSD_flag
1,5,5,1
2,1,6,1
3,3,9,1
4,2,11,0
5,2,13,0
6,13,26,0
7,20,46,0
8,38,84,0
9,73,157,0
10,146,303,0
11,277,580,0
12,554,1134,0
13,1088,2222,0
14,2138,4360,0
15,4203,8563,0
16,8260,16823,0
17,16520,33343,0
18,32763,66106,0
19,64972,131078,0
20,128856,259934,0
21,255574,515508,0
22,506945,1022453,0
23,1013890,2036343,0
24,2019520,4055863,0
25,4022520,8078383,0
26,8012277,16090660,0
27,15959582,32050242,0
28,31790308,63840550,0
29,63325042,127165592,0
30,126650084,253815676,0
