n,d_n,maxP,SSD_flag
1,5,5,1
2,6,11,1
3,5,16,0
4,1,17,0
5,1,18,0
6,2,20,0
7,3,23,0
8,36,59,0
9,47,106,0
10,89,195,0
11,178,373,0
12,355,728,0
13,708,1436,0
14,1416,2852,0
15,2793,5645,0
16,5539,11184,0
17,10989,22173,0
18,21978,44151,0
19,43778,87929,0
20,87201,175130,0
21,173694,348824,0
22,345972,694796,0
23,689151,1383947,0
24,1372763,2756710,0
25,2745526,5502236,0
26,5480063,10982299,0
27,10938148,21920447,0
28,21832518,43752965,0
29,43577835,87330800,0
30,86981976,174312776,0
