n,d_n,maxP,SSD_flag
1,3,3,1
2,1,4,1
3,4,8,1
4,2,10,1
5,2,12,0
6,12,24,0
7,20,44,0
8,36,80,0
9,70,150,0
10,140,290,0
11,266,556,0
12,512,1068,0
13,1024,2092,0
14,2012,4104,0
15,3954,8058,0
16,7768,15826,0
17,15270,31096,0
18,30540,61636,0
19,60568,122204,0
20,120112,242316,0
21,238212,480528,0
22,472470,952998,0
23,937172,1890170,0
24,1874344,3764514,0
25,3733418,7497932,0
26,7436296,14934228,0
27,14812024,29746252,0
28,29503936,59250188,0
29,58769660,118019848,0
30,117066850,235086698,0
