n,d_n,maxP,SSD_flag
1,6,6,1
2,6,12,1
3,1,13,1
4,1,14,1
5,2,16,0
6,3,19,0
7,26,45,0
8,32,77,0
9,64,141,0
10,127,268,0
11,252,520,0
12,504,1024,0
13,979,2003,0
14,1926,3929,0
15,3852,7781,0
16,7640,15421,0
17,15153,30574,0
18,30054,60628,0
19,59604,120232,0
20,118229,238461,0
21,236458,474919,0
22,470990,945909,0
23,938128,1884037,0
24,1868616,3752653,0
25,3722079,7474732,0
26,7414104,14888836,0
27,14768604,29657440,0
28,29537208,59194648,0
29,58956187,118150835,0
30,117675916,235826751,0
