n,d_n,maxP,SSD_flag
1,2,2,1
2,6,8,1
3,6,14,1
4,1,15,1
5,1,16,0
6,4,20,0
7,5,25,0
8,30,55,0
9,47,102,0
10,93,195,0
11,180,375,0
12,355,730,0
13,710,1440,0
14,1419,2859,0
15,2804,5663,0
16,5561,11224,0
17,11122,22346,0
18,22151,44497,0
19,44122,88619,0
20,87889,176508,0
21,175068,351576,0
22,348717,700293,0
23,694630,1394923,0
24,1389260,2784183,0
25,2772959,5557142,0
26,5534796,11091938,0
27,11047441,22139379,0
28,22050760,44190139,0
29,44013631,88203770,0
30,87852194,176055964,0
