n,d_n,maxP,SSD_flag
1,3,3,1
2,5,8,1
3,4,12,1
4,1,13,1
5,1,14,0
6,2,16,0
7,21,37,0
8,29,66,0
9,58,124,0
10,111,235,0
11,222,457,0
12,443,900,0
13,863,1763,0
14,1726,3489,0
15,3423,6912,0
16,6788,13700,0
17,13465,27165,0
18,26708,53873,0
19,52973,106846,0
20,105946,212792,0
21,211029,423821,0
22,420332,844153,0
23,837241,1681394,0
24,1667694,3349088,0
25,3321923,6671011,0
26,6617138,13288149,0
27,13234276,26522425,0
28,26415579,52938004,0
29,52725212,105663216,0
30,105239395,210902611,0
