n,d_n,maxP,SSD_flag
1,2,2,1
2,1,3,1
3,4,7,1
4,4,11,1
5,9,20,1
6,14,34,1
7,27,61,1
8,50,111,1
9,91,202,1
10,195,397,1
11,363,760,1
12,713,1473,1
13,1412,2885,1
14,2774,5659,1
15,5457,11116,1
16,10719,21835,1
17,21075,42910,0
18,42513,85423,0
19,83950,169373,0
20,166488,335861,0
21,330202,666063,0
22,654947,1321010,0
23,1309894,2630904,0
24,2609069,5239973,0
25,5197063,10437036,0
26,10351613,20788649,0
27,20619276,41407925,0
28,41072064,82479989,0
29,81813926,164293915,0
30,163627852,327921767,0
