SSD,d,P,delta
-1,1,1,0
-1,1,2,0
-1,5,7,3
-1,3,10,3
-1,3,13,0
-1,12,25,1
-1,23,48,4
-1,41,89,5
-1,79,168,7
-1,158,326,17
-1,303,629,35
-1,604,1233,69
-1,1185,2418,134
-1,2329,4747,263
-1,4579,9326,519
-1,9000,18326,1021
-1,18158,36484,2183
-1,35855,72339,4331
-1,71106,143445,8593
-1,141027,284472,17052
-1,279725,564197,33841
-1,559450,1123647,71742
-1,1114321,2237968,142965
-1,2219642,4457610,284909
-1,4421126,8878736,567635
-1,8806397,17685133,1130939
-1,17541688,35226821,2253285
-1,34942349,70169170,4489518
-1,69884698,140053868,9224920
-1,139489671,279543539,18415999
-1,278419892,557963431,36760256
-1,555725463,1113688894,73377547
-1,1109231284,2222920178,146470185
-1,2214041442,4436961620,292372735
-1,4419276487,8856238107,583614531
-1,8821011286,17677249393,1164975777
-1,17642022572,35319271965,2360404385
